Transaction_ID,Product,Branch,City,Category,Customer_Type,Quantity,Unit_Price,Payment,Rating,Sales
336,Chips,C,Mumbai,Snacks,Normal,9,147.3,UPI,3.76,1325.7
337,Juice,A,Delhi,Beverages,Member,2,159.63,Cash,2.98,319.26
338,Chips,B,Pune,Snacks,Normal,5,125.39,UPI,3.43,626.95
339,Juice,B,Pune,Beverages,Member,4,117.0,UPI,4.13,468.0
340,Cheese,A,Delhi,Dairy,Normal,7,219.55,Debit Card,2.64,1536.85
341,Cheese,C,Mumbai,Dairy,Member,2,264.95,Debit Card,4.11,529.9
342,Tea,C,Mumbai,Beverages,Member,9,328.17,Cash,3.03,2953.53
343,Chocolate,B,Pune,Snacks,Normal,1,234.83,Credit Card,4.75,234.83
344,Chocolate,C,Mumbai,Snacks,Member,3,235.75,Credit Card,2.54,707.25
345,Biscuits,C,Mumbai,Food,Member,7,168.62,Credit Card,2.91,1180.34
346,Biscuits,C,Mumbai,Food,Normal,9,73.08,Cash,4.48,657.72
347,Milk,C,Mumbai,Dairy,Normal,1,38.79,Cash,4.6,38.79
348,Tea,C,Mumbai,Beverages,Normal,6,88.0,Credit Card,4.46,528.0
349,Soft Drinks,B,Pune,Beverages,Member,6,117.43,Debit Card,3.58,704.58
350,Chocolate,C,Mumbai,Snacks,Normal,2,204.43,Credit Card,4.5,408.86
351,Milk,A,Delhi,Dairy,Normal,3,64.2,Cash,4.35,192.6
352,Tea,B,Pune,Beverages,Member,2,81.4,Credit Card,3.61,162.8
353,Coffee,A,Delhi,Beverages,Member,2,174.96,Debit Card,3.89,349.92
354,Chips,B,Pune,Snacks,Member,1,40.75,UPI,3.99,40.75
355,Tea,B,Pune,Beverages,Member,5,191.73,UPI,4.31,958.65
356,Chips,A,Delhi,Snacks,Member,7,50.34,Credit Card,3.25,352.38
357,Soft Drinks,A,Delhi,Beverages,Member,3,100.85,Debit Card,3.25,302.55
358,Milk,B,Pune,Dairy,Normal,4,94.88,Debit Card,3.98,379.52
359,Biscuits,B,Pune,Food,Member,3,68.75,Debit Card,3.33,206.25
360,Chocolate,B,Pune,Snacks,Normal,8,116.95,Cash,3.25,935.6
361,Chocolate,C,Mumbai,Snacks,Member,8,112.84,Debit Card,4.92,902.72
362,Coffee,C,Mumbai,Beverages,Normal,10,412.79,Credit Card,3.44,4127.9
363,Juice,B,Pune,Beverages,Member,10,97.96,Cash,4.2,979.6
364,Chips,A,Delhi,Snacks,Normal,4,82.61,Credit Card,4.58,330.44
365,Milk,B,Pune,Dairy,Normal,3,87.0,Cash,3.13,261.0
366,Bread,C,Mumbai,Food,Normal,7,30.55,Debit Card,3.96,213.85
367,Chips,C,Mumbai,Snacks,Normal,9,34.41,Credit Card,4.25,309.69
368,Chips,C,Mumbai,Snacks,Member,2,122.27,Credit Card,2.92,244.54
369,Chocolate,A,Delhi,Snacks,Normal,6,243.14,Debit Card,2.76,1458.84
370,Milk,B,Pune,Dairy,Member,9,97.22,Cash,3.61,874.98
371,Juice,B,Pune,Beverages,Member,6,249.56,Debit Card,2.76,1497.36
372,Juice,A,Delhi,Beverages,Member,3,126.18,Credit Card,3.64,378.54
373,Biscuits,C,Mumbai,Food,Normal,6,96.19,Debit Card,4.3,577.14
374,Soft Drinks,B,Pune,Beverages,Member,5,46.26,UPI,2.56,231.3
375,Tea,C,Mumbai,Beverages,Member,3,331.08,Cash,3.79,993.24
376,Chips,A,Delhi,Snacks,Normal,9,81.16,Debit Card,3.08,730.44
377,Juice,C,Mumbai,Beverages,Member,3,181.69,Debit Card,3.49,545.07
378,Chocolate,A,Delhi,Snacks,Normal,10,135.91,UPI,4.26,1359.1
379,Biscuits,B,Pune,Food,Member,10,36.28,Cash,3.41,362.8
380,Biscuits,B,Pune,Food,Member,5,127.31,Debit Card,3.82,636.55
381,Tea,C,Mumbai,Beverages,Normal,10,185.99,UPI,3.37,1859.9
382,Soft Drinks,C,Mumbai,Beverages,Member,5,168.62,UPI,4.18,843.1
383,Tea,A,Delhi,Beverages,Member,5,111.58,Credit Card,4.23,557.9
384,Chips,B,Pune,Snacks,Normal,10,46.54,Debit Card,3.56,465.4
385,Soft Drinks,C,Mumbai,Beverages,Member,9,63.36,Credit Card,2.85,570.24
386,Tea,B,Pune,Beverages,Member,6,337.0,Debit Card,2.84,2022.0
387,Juice,C,Mumbai,Beverages,Normal,7,190.09,Debit Card,4.28,1330.63
388,Soft Drinks,B,Pune,Beverages,Member,2,119.16,Cash,3.23,238.32
389,Coffee,A,Delhi,Beverages,Normal,3,412.3,Debit Card,3.87,1236.9
390,Milk,C,Mumbai,Dairy,Member,5,99.76,Credit Card,3.86,498.8
391,Cheese,C,Mumbai,Dairy,Normal,9,160.86,Debit Card,2.76,1447.74
392,Biscuits,B,Pune,Food,Member,8,62.05,UPI,3.6,496.4
393,Milk,A,Delhi,Dairy,Member,10,92.02,Debit Card,2.91,920.2
394,Bread,A,Delhi,Food,Member,1,67.76,Credit Card,3.99,67.76
395,Bread,B,Pune,Food,Normal,5,67.96,UPI,2.84,339.8
396,Juice,A,Delhi,Beverages,Normal,3,193.27,Cash,3.12,579.81
397,Tea,A,Delhi,Beverages,Normal,8,118.39,Credit Card,4.07,947.12
398,Juice,B,Pune,Beverages,Member,2,136.54,Credit Card,4.24,273.08
399,Tea,B,Pune,Beverages,Normal,6,237.13,UPI,4.33,1422.78
400,Soft Drinks,C,Mumbai,Beverages,Normal,2,151.39,Debit Card,3.04,302.78
401,Juice,A,Delhi,Beverages,Normal,5,121.34,Credit Card,3.34,606.7
402,Chocolate,A,Delhi,Snacks,Normal,6,228.83,UPI,2.61,1372.98
403,Soft Drinks,A,Delhi,Beverages,Member,3,101.78,UPI,4.98,305.34
404,Juice,A,Delhi,Beverages,Member,5,90.21,Credit Card,2.73,451.05
405,Tea,B,Pune,Beverages,Member,6,259.42,Cash,2.63,1556.52
406,Coffee,C,Mumbai,Beverages,Member,7,362.19,UPI,2.5,2535.33
407,Soft Drinks,A,Delhi,Beverages,Member,10,71.67,Debit Card,2.52,716.7
408,Tea,A,Delhi,Beverages,Normal,3,208.98,Cash,3.46,626.94
409,Milk,A,Delhi,Dairy,Normal,6,109.29,Cash,3.46,655.74
410,Bread,C,Mumbai,Food,Member,2,64.79,UPI,4.03,129.58
411,Bread,B,Pune,Food,Normal,4,72.11,Cash,4.8,288.44
412,Chocolate,C,Mumbai,Snacks,Normal,4,67.34,UPI,2.85,269.36
413,Milk,C,Mumbai,Dairy,Normal,6,116.69,Credit Card,4.48,700.14
414,Biscuits,B,Pune,Food,Member,4,108.54,Credit Card,4.45,434.16
415,Cheese,C,Mumbai,Dairy,Normal,4,271.57,Cash,4.37,1086.28
416,Coffee,C,Mumbai,Beverages,Member,4,297.96,UPI,3.1,1191.84
417,Chocolate,A,Delhi,Snacks,Member,6,236.78,Cash,3.47,1420.68
418,Chocolate,B,Pune,Snacks,Normal,9,186.59,Debit Card,4.89,1679.31
419,Milk,A,Delhi,Dairy,Member,1,53.6,UPI,4.81,53.6
420,Juice,C,Mumbai,Beverages,Normal,9,205.75,Debit Card,4.25,1851.75
421,Milk,C,Mumbai,Dairy,Member,5,37.52,UPI,3.78,187.6
422,Biscuits,A,Delhi,Food,Normal,7,113.83,UPI,3.28,796.81
423,Juice,C,Mumbai,Beverages,Member,1,106.45,Debit Card,2.79,106.45
424,Chocolate,C,Mumbai,Snacks,Member,5,183.22,Cash,2.8,916.1
425,Bread,C,Mumbai,Food,Member,3,62.23,Credit Card,3.81,186.69
426,Coffee,A,Delhi,Beverages,Normal,3,399.91,Credit Card,4.33,1199.73
427,Milk,A,Delhi,Dairy,Normal,7,54.48,UPI,3.16,381.36
428,Chocolate,C,Mumbai,Snacks,Member,8,141.04,Credit Card,2.64,1128.32
429,Chocolate,A,Delhi,Snacks,Normal,3,101.02,UPI,4.74,303.06
430,Milk,A,Delhi,Dairy,Member,1,107.28,UPI,3.11,107.28
431,Soft Drinks,B,Pune,Beverages,Normal,3,65.05,UPI,3.88,195.15
432,Juice,A,Delhi,Beverages,Normal,4,139.09,Credit Card,3.18,556.36
433,Milk,C,Mumbai,Dairy,Normal,2,75.18,UPI,2.95,150.36
434,Chips,A,Delhi,Snacks,Normal,2,135.24,Credit Card,4.43,270.48
435,Coffee,B,Pune,Beverages,Member,9,282.7,Credit Card,3.0,2544.3
436,Chocolate,B,Pune,Snacks,Member,8,123.65,Debit Card,4.99,989.2
437,Biscuits,C,Mumbai,Food,Member,3,21.02,Debit Card,2.56,63.06
438,Chips,B,Pune,Snacks,Member,6,30.18,Debit Card,4.62,181.08
439,Coffee,A,Delhi,Beverages,Member,9,493.25,Debit Card,3.73,4439.25
440,Cheese,A,Delhi,Dairy,Normal,2,96.24,Cash,4.74,192.48
441,Chips,B,Pune,Snacks,Normal,8,146.95,UPI,3.95,1175.6
442,Chips,A,Delhi,Snacks,Normal,2,101.03,UPI,3.59,202.06
443,Bread,A,Delhi,Food,Normal,5,88.82,Debit Card,4.25,444.1
444,Tea,B,Pune,Beverages,Normal,5,143.08,Cash,2.84,715.4
445,Chocolate,A,Delhi,Snacks,Member,2,82.87,Debit Card,3.29,165.74
446,Milk,C,Mumbai,Dairy,Normal,4,70.67,Debit Card,3.16,282.68
447,Milk,A,Delhi,Dairy,Member,5,104.37,UPI,3.04,521.85
448,Tea,A,Delhi,Beverages,Member,4,341.47,Debit Card,3.78,1365.88
449,Coffee,B,Pune,Beverages,Member,1,480.84,Debit Card,3.89,480.84
450,Chips,A,Delhi,Snacks,Member,8,42.23,Cash,2.8,337.84
451,Cheese,A,Delhi,Dairy,Member,4,384.76,Credit Card,4.22,1539.04
452,Milk,C,Mumbai,Dairy,Normal,2,31.96,UPI,2.99,63.92
453,Soft Drinks,A,Delhi,Beverages,Member,6,57.15,Debit Card,2.63,342.9
454,Chocolate,B,Pune,Snacks,Normal,8,55.9,Debit Card,2.93,447.2
455,Biscuits,A,Delhi,Food,Normal,5,91.36,Cash,2.59,456.8
456,Chocolate,C,Mumbai,Snacks,Member,5,149.78,Debit Card,2.65,748.9
457,Coffee,B,Pune,Beverages,Member,7,179.78,Cash,4.08,1258.46
458,Chips,A,Delhi,Snacks,Normal,6,87.56,Debit Card,3.36,525.36
459,Chocolate,C,Mumbai,Snacks,Normal,7,104.09,UPI,3.3,728.63
460,Biscuits,A,Delhi,Food,Normal,1,149.38,Debit Card,3.82,149.38
461,Chocolate,A,Delhi,Snacks,Member,2,99.57,Cash,3.17,199.14
462,Cheese,A,Delhi,Dairy,Normal,6,426.03,Cash,2.94,2556.18
463,Chocolate,B,Pune,Snacks,Normal,10,55.64,Credit Card,4.87,556.4
464,Chocolate,A,Delhi,Snacks,Member,8,158.42,Cash,3.73,1267.36
465,Milk,A,Delhi,Dairy,Member,10,49.69,Debit Card,2.5,496.9
466,Chocolate,A,Delhi,Snacks,Member,6,193.39,Credit Card,2.65,1160.34
467,Bread,C,Mumbai,Food,Member,2,88.49,Credit Card,4.9,176.98
468,Tea,C,Mumbai,Beverages,Normal,10,107.28,Credit Card,3.31,1072.8
469,Bread,C,Mumbai,Food,Normal,8,73.69,Cash,4.27,589.52
470,Chips,C,Mumbai,Snacks,Normal,4,109.86,Cash,3.45,439.44
471,Coffee,A,Delhi,Beverages,Member,1,479.52,Debit Card,4.63,479.52
472,Chocolate,A,Delhi,Snacks,Member,10,113.64,Cash,4.1,1136.4
473,Milk,B,Pune,Dairy,Member,6,97.08,Cash,3.37,582.48
474,Tea,A,Delhi,Beverages,Member,6,200.59,Credit Card,3.02,1203.54
475,Milk,B,Pune,Dairy,Normal,2,94.84,UPI,3.46,189.68
476,Juice,A,Delhi,Beverages,Normal,8,227.54,Credit Card,3.87,1820.32
477,Milk,B,Pune,Dairy,Member,3,70.62,UPI,3.24,211.86
478,Tea,B,Pune,Beverages,Member,2,172.29,Debit Card,2.9,344.58
479,Milk,C,Mumbai,Dairy,Member,6,83.46,Debit Card,4.26,500.76
480,Juice,C,Mumbai,Beverages,Member,10,229.05,Cash,2.63,2290.5
481,Tea,A,Delhi,Beverages,Member,7,268.24,Credit Card,4.15,1877.68
482,Coffee,A,Delhi,Beverages,Member,1,257.16,Debit Card,2.88,257.16
483,Tea,A,Delhi,Beverages,Normal,2,159.53,Debit Card,3.0,319.06
484,Cheese,A,Delhi,Dairy,Member,5,441.51,Debit Card,4.61,2207.55
485,Coffee,B,Pune,Beverages,Normal,8,457.95,Credit Card,2.73,3663.6
486,Chips,B,Pune,Snacks,Member,6,136.26,Credit Card,2.97,817.56
487,Cheese,B,Pune,Dairy,Normal,8,177.46,Credit Card,3.91,1419.68
488,Bread,C,Mumbai,Food,Member,2,75.11,Debit Card,4.93,150.22
489,Chocolate,A,Delhi,Snacks,Member,7,213.68,Debit Card,4.91,1495.76
490,Soft Drinks,C,Mumbai,Beverages,Member,8,81.84,Debit Card,4.76,654.72
491,Cheese,C,Mumbai,Dairy,Member,2,431.22,Debit Card,2.93,862.44
492,Bread,A,Delhi,Food,Member,3,28.2,UPI,4.97,84.6
493,Juice,A,Delhi,Beverages,Member,10,109.0,UPI,2.72,1090.0
494,Chips,B,Pune,Snacks,Normal,5,92.36,UPI,4.47,461.8
495,Chocolate,C,Mumbai,Snacks,Normal,2,132.89,Cash,3.92,265.78
496,Chocolate,A,Delhi,Snacks,Member,10,205.91,Credit Card,4.67,2059.1
497,Tea,B,Pune,Beverages,Normal,7,256.79,Debit Card,2.59,1797.53
498,Coffee,B,Pune,Beverages,Member,10,343.46,Debit Card,2.6,3434.6
499,Tea,C,Mumbai,Beverages,Member,1,281.35,Credit Card,4.74,281.35
500,Cheese,B,Pune,Dairy,Normal,5,183.73,Debit Card,4.65,918.65
